party,state,representative,sector,industry,ticker,count
Republican,NY,Chris Jacobs,Real Estate,Real Estate Investment Trusts,SbrA,1
Republican,NY,Chris Jacobs,Real Estate,Real Estate Investment Trusts,SBRA,1
Democrat,FL,Donna Shalala,Real Estate,Real Estate Investment Trusts,SITC,2
Democrat,CA,Gilbert Cisneros,Real Estate,Real Estate Investment Trusts,SLG,1
Democrat,FL,Donna Shalala,Real Estate,Real Estate Investment Trusts,SRC,2
Democrat,FL,Lois Frankel,Real Estate,Real Estate Investment Trusts,STOR,3
Democrat,NV,Susie Lee,Real Estate,Real Estate Investment Trusts,STOR,5
Democrat,CA,Alan S. Lowenthal,Real Estate,Real Estate Investment Trusts,STWD,1
Democrat,MI,Debbie Dingell,Real Estate,Real Estate Investment Trusts,SVC,1
Democrat,NV,Susie Lee,Real Estate,Real Estate Investment Trusts,SVC,2
Democrat,VA,"Donald S. Beyer, Jr.",Real Estate,Real Estate Investment Trusts,TRNO,12
Democrat,CA,Gilbert Cisneros,Real Estate,Real Estate Investment Trusts,UDR,1
Democrat,CA,Gilbert Cisneros,Real Estate,Real Estate Investment Trusts,VNO,2
Democrat,NJ,Mikie Sherrill,Real Estate,Real Estate Investment Trusts,VNO,3
Democrat,CA,Ro Khanna,Real Estate,Real Estate Investment Trusts,VNO,1
Democrat,CA,Gilbert Cisneros,Real Estate,Real Estate Investment Trusts,WELL,2
Democrat,NC,Kathy Manning,Real Estate,Real Estate Investment Trusts,WELL,1
Democrat,OR,Kurt Schrader,Real Estate,Real Estate Investment Trusts,WMC,1
,MO,Eric Burlison,Consumer Discretionary,Recreational Games/Products/Toys,ASO,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Recreational Games/Products/Toys,CMPR,1
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Recreational Games/Products/Toys,CMPR,1
Republican,NY,Chris Jacobs,Consumer Discretionary,Recreational Games/Products/Toys,RLMD,2
Democrat,MA,Katherine M. Clark,Consumer Non-Durables,Recreational Products/Toys,HAS,1
Democrat,FL,Lois Frankel,Consumer Non-Durables,Recreational Products/Toys,HAS,1
Democrat,NJ,Mikie Sherrill,Consumer Non-Durables,Recreational Products/Toys,HAS,1
Democrat,NV,Susie Lee,Consumer Non-Durables,Recreational Products/Toys,MAT,5
Republican,NY,Chris Jacobs,Consumer Non-Durables,Recreational Products/Toys,PTON,1
Republican,IN,Jim Banks,Consumer Non-Durables,Recreational Products/Toys,PTON,3
Democrat,IL,Marie Newman,Consumer Non-Durables,Recreational Products/Toys,PTON,8
Democrat,NJ,Tom Malinowski,Consumer Non-Durables,Recreational Products/Toys,PTON,2
Republican,TX,Dan Crenshaw,Consumer Discretionary,Rental/Leasing Companies,HTZWW,1
Democrat,IL,Marie Newman,Consumer Discretionary,Rental/Leasing Companies,R,3
Republican,TX,Michael T. McCaul,Consumer Discretionary,Rental/Leasing Companies,R,4
Republican,NC,Virginia Foxx,Consumer Discretionary,Rental/Leasing Companies,R,2
Democrat,IA,Cynthia Axne,Consumer Discretionary,Restaurants,BH,2
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Restaurants,CHUY,2
Democrat,NJ,Josh Gottheimer,Consumer Discretionary,Restaurants,CHUY,1
Republican,TN,Tim Burchett,Consumer Discretionary,Restaurants,DENN,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Restaurants,DIN,2
Republican,UT,John Curtis,Consumer Discretionary,Restaurants,DIN,1
Democrat,NV,Susie Lee,Consumer Discretionary,Restaurants,DIN,2
Republican,IA,Ashley Hinson Arenholz,Consumer Discretionary,Restaurants,SHAK,1
Democrat,FL,Donna Shalala,Consumer Discretionary,Restaurants,SHAK,2
Democrat,FL,Donna Shalala,Consumer Discretionary,Restaurants,WING,1
Democrat,MN,Dean Phillips,Consumer Services,Restaurants,CMG,1
Republican,UT,John Curtis,Consumer Services,Restaurants,CMG,2
Democrat,NC,Kathy Manning,Consumer Services,Restaurants,CMG,3
Republican,TX,Kenny Marchant,Consumer Services,Restaurants,CMG,2
Democrat,CA,Ro Khanna,Consumer Services,Restaurants,CMG,2
Republican,WV,David B. McKinley,Consumer Services,Restaurants,DRI,1
Democrat,NJ,Josh Gottheimer,Consumer Services,Restaurants,DRI,1
Republican,TX,K. Michael Conaway,Consumer Services,Restaurants,DRI,3
Republican,WV,Carol Devine Miller,Consumer Services,Restaurants,MCD,1
Republican,NY,Chris Jacobs,Consumer Services,Restaurants,MCD,1
Republican,TN,David P. Roe,Consumer Services,Restaurants,MCD,2
Democrat,FL,Donna Shalala,Consumer Services,Restaurants,MCD,2
Republican,KY,John A. Yarmuth,Consumer Services,Restaurants,MCD,1
Democrat,CT,John B. Larson,Consumer Services,Restaurants,MCD,1
Republican,FL,John Rutherford,Consumer Services,Restaurants,MCD,1
Democrat,NC,Kathy Manning,Consumer Services,Restaurants,MCD,1
Republican,OK,Kevin Hern,Consumer Services,Restaurants,MCD,1
Democrat,OR,Kurt Schrader,Consumer Services,Restaurants,MCD,1
Democrat,IL,Marie Newman,Consumer Services,Restaurants,MCD,5
Republican,WI,Mike Gallagher,Consumer Services,Restaurants,MCD,1
Democrat,NJ,Mikie Sherrill,Consumer Services,Restaurants,MCD,1
Republican,TX,Pete Sessions,Consumer Services,Restaurants,MCD,1
Republican,VA,Robert J. Wittman,Consumer Services,Restaurants,MCD,2
Republican,TX,Van Taylor,Consumer Services,Restaurants,MCD,1
Democrat,CA,Zoe Lofgren,Consumer Services,Restaurants,MCD,1
Democrat,NV,Susie Lee,Consumer Services,Restaurants,QSR,3
Democrat,IA,Cynthia Axne,Consumer Services,Restaurants,SBUX,5
Republican,WV,David B. McKinley,Consumer Services,Restaurants,SBUX,3
Republican,TN,David Kustoff,Consumer Services,Restaurants,SBUX,1
Democrat,OR,Earl Blumenauer,Consumer Services,Restaurants,SBUX,3
Republican,IN,Jim Banks,Consumer Services,Restaurants,SBUX,9
Democrat,CT,John B. Larson,Consumer Services,Restaurants,SBUX,1
Republican,UT,John Curtis,Consumer Services,Restaurants,SBUX,3
Democrat,NJ,Josh Gottheimer,Consumer Services,Restaurants,SBUX,7
Democrat,MA,Katherine M. Clark,Consumer Services,Restaurants,SBUX,3
Democrat,NC,Kathy Manning,Consumer Services,Restaurants,SBUX,3
Republican,TX,Kenny Marchant,Consumer Services,Restaurants,SBUX,2
Democrat,IL,Marie Newman,Consumer Services,Restaurants,SBUX,4
Republican,CA,Mike Garcia,Consumer Services,Restaurants,SBUX,1
Democrat,NJ,Mikie Sherrill,Consumer Services,Restaurants,SBUX,1
Republican,MI,Peter Meijer,Consumer Services,Restaurants,SBUX,1
Republican,GA,Richard W. Allen,Consumer Services,Restaurants,SBUX,3
Republican,VA,Robert J. Wittman,Consumer Services,Restaurants,SBUX,2
Democrat,CA,Ro Khanna,Consumer Services,Restaurants,SBUX,1
Democrat,CA,Sara Jacobs,Consumer Services,Restaurants,SBUX,1
Republican,FL,Scott Franklin,Consumer Services,Restaurants,SBUX,4
,MI,Shri Thanedar,Consumer Services,Restaurants,SBUX,2
Democrat,NV,Susie Lee,Consumer Services,Restaurants,SBUX,1
Democrat,SC,William R. Timmons,Consumer Services,Restaurants,SBUX,1
Democrat,CA,Zoe Lofgren,Consumer Services,Restaurants,SBUX,2
Democrat,FL,Donna Shalala,Consumer Services,Restaurants,TXRH,2
Democrat,NJ,Josh Gottheimer,Consumer Services,Restaurants,TXRH,1
Democrat,NC,David E. Price,Consumer Services,Restaurants,YUM,1
Democrat,NJ,Mikie Sherrill,Consumer Services,Restaurants,YUM,1
Democrat,VA,"Robert C. ""Bobby"" Scott",Consumer Services,Restaurants,YUM,1
Republican,WV,Carol Devine Miller,Consumer Services,Restaurants,YUMC,1
Democrat,NC,David E. Price,Consumer Services,Restaurants,YUMC,1
Democrat,NJ,Mikie Sherrill,Consumer Services,Restaurants,YUMC,1
Democrat,VA,"Robert C. ""Bobby"" Scott",Consumer Services,Restaurants,YUMC,1
Democrat,NV,Susie Lee,Consumer Discretionary,RETAIL: Building Materials,BLDr,1
Democrat,NV,Susie Lee,Consumer Discretionary,RETAIL: Building Materials,BLDR,5
Republican,WV,Carol Devine Miller,Consumer Services,RETAIL: Building Materials,BECN,1
Republican,MT,Greg Gianforte,Consumer Services,RETAIL: Building Materials,FAST,1
Democrat,NJ,Josh Gottheimer,Consumer Services,RETAIL: Building Materials,FAST,3
Republican,WI,Mike Gallagher,Consumer Services,RETAIL: Building Materials,FAST,1
Democrat,NY,Sean Patrick Maloney,Consumer Services,RETAIL: Building Materials,FAST,1
Democrat,CA,Alan S. Lowenthal,Consumer Services,RETAIL: Building Materials,HD,3
Republican,NY,Chris Jacobs,Consumer Services,RETAIL: Building Materials,HD,6
Republican,WV,David B. McKinley,Consumer Services,RETAIL: Building Materials,HD,2
Democrat,NC,David E. Price,Consumer Services,RETAIL: Building Materials,HD,1
Republican,TN,David P. Roe,Consumer Services,RETAIL: Building Materials,HD,1
Democrat,OR,Earl Blumenauer,Consumer Services,RETAIL: Building Materials,HD,3
Republican,FL,Francis Rooney,Consumer Services,RETAIL: Building Materials,HD,1
Democrat,CT,Joe Courtney,Consumer Services,RETAIL: Building Materials,HD,2
Democrat,CT,John B. Larson,Consumer Services,RETAIL: Building Materials,HD,1
Republican,UT,John Curtis,Consumer Services,RETAIL: Building Materials,HD,2
Republican,FL,John Rutherford,Consumer Services,RETAIL: Building Materials,HD,1
Democrat,NJ,Josh Gottheimer,Consumer Services,RETAIL: Building Materials,HD,5
Democrat,MA,Katherine M. Clark,Consumer Services,RETAIL: Building Materials,HD,4
Democrat,NC,Kathy Manning,Consumer Services,RETAIL: Building Materials,HD,2
Republican,OK,Kevin Hern,Consumer Services,RETAIL: Building Materials,HD,15
Republican,TX,K. Michael Conaway,Consumer Services,RETAIL: Building Materials,HD,2
Democrat,OR,Kurt Schrader,Consumer Services,RETAIL: Building Materials,HD,7
Democrat,TX,Lloyd Doggett,Consumer Services,RETAIL: Building Materials,HD,14
Republican,GA,Marjorie Taylor Greene,Consumer Services,RETAIL: Building Materials,HD,1
Democrat,NJ,Mikie Sherrill,Consumer Services,RETAIL: Building Materials,HD,1
Republican,MI,Peter Meijer,Consumer Services,RETAIL: Building Materials,HD,1
Republican,GA,Richard W. Allen,Consumer Services,RETAIL: Building Materials,HD,1
Republican,VA,Robert J. Wittman,Consumer Services,RETAIL: Building Materials,HD,1
Republican,FL,Scott Franklin,Consumer Services,RETAIL: Building Materials,HD,2
Democrat,CA,Zoe Lofgren,Consumer Services,RETAIL: Building Materials,HD,4
Democrat,NJ,Tom Malinowski,Consumer Services,RETAIL: Building Materials,LL,1
Democrat,NC,David E. Price,Consumer Services,RETAIL: Building Materials,LOW,1
Democrat,FL,Donna Shalala,Consumer Services,RETAIL: Building Materials,LOW,2
Republican,KY,John A. Yarmuth,Consumer Services,RETAIL: Building Materials,LOW,1
Democrat,NJ,Josh Gottheimer,Consumer Services,RETAIL: Building Materials,LOW,7
Republican,OK,Kevin Hern,Consumer Services,RETAIL: Building Materials,LOW,2
Democrat,WA,Kim Schrier,Consumer Services,RETAIL: Building Materials,LOW,1
Democrat,FL,Lois Frankel,Consumer Services,RETAIL: Building Materials,LOW,4
Republican,MI,Peter Meijer,Consumer Services,RETAIL: Building Materials,LOW,1
Republican,TX,Pete Sessions,Consumer Services,RETAIL: Building Materials,LOW,3
Republican,VA,Robert J. Wittman,Consumer Services,RETAIL: Building Materials,LOW,2
Democrat,MA,William R. Keating,Consumer Services,RETAIL: Building Materials,LOW,1
Democrat,CA,Alan S. Lowenthal,Consumer Services,RETAIL: Building Materials,SHW,1
Democrat,CA,Gilbert Cisneros,Consumer Services,RETAIL: Building Materials,SHW,4
,FL,Jared Moskowitz,Consumer Services,RETAIL: Building Materials,SHW,1
Democrat,CT,Joe Courtney,Consumer Services,RETAIL: Building Materials,SHW,2
Republican,KY,John A. Yarmuth,Consumer Services,RETAIL: Building Materials,SHW,1
Republican,UT,John Curtis,Consumer Services,RETAIL: Building Materials,SHW,1
Democrat,NJ,Josh Gottheimer,Consumer Services,RETAIL: Building Materials,SHW,2
Republican,OK,Kevin Hern,Consumer Services,RETAIL: Building Materials,SHW,2
Democrat,FL,Lois Frankel,Consumer Services,RETAIL: Building Materials,SHW,4
Republican,WI,Mike Gallagher,Consumer Services,RETAIL: Building Materials,SHW,1
Democrat,VA,"Robert C. ""Bobby"" Scott",Consumer Services,RETAIL: Building Materials,SHW,1
Democrat,CA,Ro Khanna,Consumer Services,RETAIL: Building Materials,SHW,2
Democrat,NV,Susie Lee,Consumer Services,RETAIL: Building Materials,SHW,2
Democrat,CA,Zoe Lofgren,Consumer Services,RETAIL: Building Materials,SHW,1
Republican,WV,David B. McKinley,Consumer Services,RETAIL: Building Materials,TSCO,5
Democrat,CA,Sara Jacobs,Consumer Services,RETAIL: Building Materials,TSCO,1
Democrat,NJ,Tom Malinowski,Technology,Retail: Computer Software & Peripheral Equipment,EVBG,3
Democrat,CA,Gilbert Cisneros,Technology,Retail: Computer Software & Peripheral Equipment,EXLS,1
Republican,MT,Greg Gianforte,Technology,Retail: Computer Software & Peripheral Equipment,EXLS,1
Democrat,NJ,Josh Gottheimer,Technology,Retail: Computer Software & Peripheral Equipment,EXLS,1
Republican,OH,Anthony E. Gonzalez,Technology,Retail: Computer Software & Peripheral Equipment,GDRX,1
Democrat,NJ,Josh Gottheimer,Technology,Retail: Computer Software & Peripheral Equipment,MDB,7
Democrat,NC,Deborah Ross,Technology,Retail: Computer Software & Peripheral Equipment,U,1
Republican,KY,James Comer,Consumer Staples,Retail-Drug Stores and Proprietary Stores,RAD,1
Democrat,FL,Donna Shalala,Finance,Savings Institutions,BKU,3
Democrat,FL,Donna Shalala,Finance,Savings Institutions,FBC,2
Republican,OH,Robert E. Latta,Finance,Savings Institutions,FMAO,4
Democrat,FL,Donna Shalala,Finance,Savings Institutions,HSBC,1
Republican,MT,Greg Gianforte,Finance,Savings Institutions,HSBC,4
Democrat,NJ,Josh Gottheimer,Finance,Savings Institutions,HSBC,1
Democrat,MA,Katherine M. Clark,Finance,Savings Institutions,HSBC,1
Republican,MI,Peter Meijer,Finance,Savings Institutions,HSBC,1
Republican,NY,Chris Jacobs,Finance,Savings Institutions,OCFC,1
Democrat,CA,Gilbert Cisneros,Finance,Savings Institutions,OCFC,1
Democrat,NJ,Josh Gottheimer,Finance,Savings Institutions,OCFC,2
Democrat,MN,Dean Phillips,Finance,Savings Institutions,PBCT,1
Democrat,FL,Donna Shalala,Finance,Savings Institutions,PBCT,2
Democrat,CT,Joe Courtney,Finance,Savings Institutions,PBCT,1
Democrat,CT,John B. Larson,Finance,Savings Institutions,PBCT,1
Republican,VA,Robert J. Wittman,Finance,Savings Institutions,PBCT,1
Democrat,FL,Donna Shalala,Finance,Savings Institutions,UMPQ,4
,FL,Jared Moskowitz,Technology,Semiconductors,ADI,3
Democrat,FL,Lois Frankel,Technology,Semiconductors,ADI,2
Democrat,NJ,Mikie Sherrill,Technology,Semiconductors,ADI,1
Democrat,CA,Sara Jacobs,Technology,Semiconductors,ADI,1
Democrat,NV,Susie Lee,Technology,Semiconductors,AlGM,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,ALGM,1
Democrat,NV,Susie Lee,Technology,Semiconductors,ALGM,1
Democrat,NC,Deborah K. Ross,Technology,Semiconductors,AMAT,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,AMAT,2
Republican,UT,John Curtis,Technology,Semiconductors,AMAT,2
Democrat,NC,Kathy Manning,Technology,Semiconductors,AMAT,1
Republican,TX,Kenny Marchant,Technology,Semiconductors,AMAT,2
Republican,GA,Marjorie Taylor Greene,Technology,Semiconductors,AMAT,2
Democrat,CA,Zoe Lofgren,Technology,Semiconductors,AMAT,3
Democrat,FL,Donna Shalala,Technology,Semiconductors,AMBA,3
Republican,NY,Chris Jacobs,Technology,Semiconductors,AMD,1
Republican,TN,David Kustoff,Technology,Semiconductors,AMD,4
Democrat,MN,Dean Phillips,Technology,Semiconductors,AMD,2
Democrat,NC,Deborah K. Ross,Technology,Semiconductors,AMD,1
Democrat,FL,Donna Shalala,Technology,Semiconductors,AMD,2
Republican,UT,John Curtis,Technology,Semiconductors,AMD,3
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,AMD,12
Republican,GA,Marjorie Taylor Greene,Technology,Semiconductors,AMD,3
Republican,MI,Peter Meijer,Technology,Semiconductors,AMD,1
Republican,KS,Roger W. Marshall,Technology,Semiconductors,AMD,2
Democrat,NY,Thomas Suozzi,Technology,Semiconductors,AMD,5
Democrat,NJ,Tom Malinowski,Technology,Semiconductors,AOSL,1
Republican,WV,David B. McKinley,Technology,Semiconductors,AVGO,2
Democrat,FL,Donna Shalala,Technology,Semiconductors,AVGO,3
Republican,KY,John A. Yarmuth,Technology,Semiconductors,AVGO,1
Democrat,NC,Kathy Manning,Technology,Semiconductors,AVGO,1
Republican,TX,Kenny Marchant,Technology,Semiconductors,AVGO,2
Democrat,OR,Kurt Schrader,Technology,Semiconductors,AVGO,3
Republican,MI,Peter Meijer,Technology,Semiconductors,AVGO,1
Republican,VA,Robert J. Wittman,Technology,Semiconductors,AVGO,1
Republican,NC,Virginia Foxx,Technology,Semiconductors,AVGO,2
Republican,FL,Brian Mast,Technology,Semiconductors,BEEM,2
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,CCMP,2
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,CCMP,2
Democrat,FL,Donna Shalala,Technology,Semiconductors,CREE,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,CREE,2
Democrat,CA,Sara Jacobs,Technology,Semiconductors,CREE,1
Democrat,FL,Donna Shalala,Technology,Semiconductors,CRUS,2
Democrat,FL,Debbie Wasserman Schultz,Technology,Semiconductors,EMKR,1
Democrat,MA,Katherine M. Clark,Technology,Semiconductors,FSLR,3
Democrat,VT,Peter Welch,Technology,Semiconductors,FSLR,1
Democrat,CA,Sara Jacobs,Technology,Semiconductors,FSLR,2
Republican,OH,Bob Gibbs,Technology,Semiconductors,INTC,1
Democrat,MN,Dean Phillips,Technology,Semiconductors,INTC,1
Democrat,PA,Dwight Evans,Technology,Semiconductors,INTC,3
Democrat,OR,Earl Blumenauer,Technology,Semiconductors,INTC,7
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,INTC,1
,FL,Jared Moskowitz,Technology,Semiconductors,INTC,2
Republican,UT,John Curtis,Technology,Semiconductors,INTC,2
Democrat,NY,Joseph D. Morelle,Technology,Semiconductors,INTC,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,INTC,1
Democrat,MA,Katherine M. Clark,Technology,Semiconductors,INTC,3
Democrat,NC,Kathy Manning,Technology,Semiconductors,INTC,2
Republican,OK,Kevin Hern,Technology,Semiconductors,INTC,8
Democrat,OR,Kurt Schrader,Technology,Semiconductors,INTC,1
Democrat,FL,Lois Frankel,Technology,Semiconductors,INTC,5
Republican,GA,Marjorie Taylor Greene,Technology,Semiconductors,INTC,1
Republican,MI,Peter Meijer,Technology,Semiconductors,INTC,1
Democrat,VA,"Robert C. ""Bobby"" Scott",Technology,Semiconductors,INTC,1
Republican,KS,Roger W. Marshall,Technology,Semiconductors,INTC,2
Democrat,NY,Thomas Suozzi,Technology,Semiconductors,INTC,1
Democrat,CA,Zoe Lofgren,Technology,Semiconductors,INTC,1
Democrat,KS,Sharice Davids,Technology,Semiconductors,MAXN,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,MCHP,1
Democrat,CT,Joe Courtney,Technology,Semiconductors,MCHP,2
Republican,MI,Peter Meijer,Technology,Semiconductors,MCHP,1
Democrat,FL,Donna Shalala,Technology,Semiconductors,MPWR,1
Republican,OH,Bob Gibbs,Technology,Semiconductors,MRVL,1
Republican,KS,Ron Estes,Technology,Semiconductors,MRVL,2
Democrat,NV,Susie Lee,Technology,Semiconductors,MRVL,3
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,MTSI,3
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,MTSI,1
Democrat,NY,Brian Higgins,Technology,Semiconductors,MU,1
Democrat,MN,Dean Phillips,Technology,Semiconductors,MU,4
Democrat,NC,Kathy Manning,Technology,Semiconductors,MU,1
Republican,TX,Michael T. McCaul,Technology,Semiconductors,MU,2
Democrat,CA,Nancy Pelosi,Technology,Semiconductors,MU,2
Democrat,CA,Alan S. Lowenthal,Technology,Semiconductors,NVDA,3
Republican,UT,Blake Moore,Technology,Semiconductors,NVDA,6
Democrat,NY,Brian Higgins,Technology,Semiconductors,NVDA,1
Republican,PA,Daniel Meuser,Technology,Semiconductors,NVDA,2
Republican,NC,David Cheston Rouzer,Technology,Semiconductors,NVDA,2
Democrat,MI,Debbie Dingell,Technology,Semiconductors,NVDA,1
Democrat,VA,"Donald S. Beyer, Jr.",Technology,Semiconductors,NVDA,11
Democrat,CO,Ed Perlmutter,Technology,Semiconductors,NVDA,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,NVDA,6
Republican,UT,John Curtis,Technology,Semiconductors,NVDA,2
,IL,Jonathan Jackson,Technology,Semiconductors,NVDA,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,NVDA,20
Democrat,NC,Kathy Manning,Technology,Semiconductors,NVDA,11
Democrat,OR,Kurt Schrader,Technology,Semiconductors,NVDA,3
Republican,GA,Marjorie Taylor Greene,Technology,Semiconductors,NVDA,1
Republican,TX,Michael T. McCaul,Technology,Semiconductors,NVDA,8
Democrat,NJ,Mikie Sherrill,Technology,Semiconductors,NVDA,1
,KY,Morgan McGarvey,Technology,Semiconductors,NVDA,2
Democrat,CA,Nancy Pelosi,Technology,Semiconductors,NVDA,6
Republican,MI,Peter Meijer,Technology,Semiconductors,NVDA,1
Republican,TX,Pete Sessions,Technology,Semiconductors,NVDA,5
Democrat,CA,Ro Khanna,Technology,Semiconductors,NVDA,4
Democrat,NY,Thomas Suozzi,Technology,Semiconductors,NVDA,3
Democrat,VA,Aston Donald McEachin,Technology,Semiconductors,NXPI,1
Democrat,FL,Lois Frankel,Technology,Semiconductors,NXPI,7
Democrat,MA,William R. Keating,Technology,Semiconductors,NXPI,2
Democrat,CA,Zoe Lofgren,Technology,Semiconductors,NXPI,2
Democrat,VA,Aston Donald McEachin,Technology,Semiconductors,ON,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,ON,1
Democrat,NV,Susie Lee,Technology,Semiconductors,ON,2
Democrat,NJ,Tom Malinowski,Technology,Semiconductors,ONTO,1
Democrat,FL,Donna Shalala,Technology,Semiconductors,POWI,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,POWI,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,POWI,1
Democrat,FL,Lois Frankel,Technology,Semiconductors,SEDG,6
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,SHLS,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,SLAB,1
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,SLAB,1
Democrat,KS,Sharice Davids,Technology,Semiconductors,SPWR,1
Republican,OH,Bob Gibbs,Technology,Semiconductors,STM,3
Democrat,FL,Donna Shalala,Technology,Semiconductors,TSM,3
Republican,MT,Greg Gianforte,Technology,Semiconductors,TSM,5
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,TSM,8
Democrat,MA,Katherine M. Clark,Technology,Semiconductors,TSM,4
Republican,GA,Marjorie Taylor Greene,Technology,Semiconductors,TSM,2
Republican,MI,Peter Meijer,Technology,Semiconductors,TSM,3
Republican,TX,Pete Sessions,Technology,Semiconductors,TSM,2
Democrat,CA,Sara Jacobs,Technology,Semiconductors,TSM,1
Democrat,NY,Sean Patrick Maloney,Technology,Semiconductors,TSM,1
Democrat,NY,Thomas Suozzi,Technology,Semiconductors,TSM,1
Republican,OK,Kevin Hern,Technology,Semiconductors,TXn,1
Democrat,VA,Aston Donald McEachin,Technology,Semiconductors,TXN,1
Republican,WV,Carol Devine Miller,Technology,Semiconductors,TXN,2
Democrat,NC,David E. Price,Technology,Semiconductors,TXN,1
Democrat,NJ,Frank Pallone,Technology,Semiconductors,TXN,1
Republican,UT,John Curtis,Technology,Semiconductors,TXN,2
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,TXN,5
Democrat,NC,Kathy Manning,Technology,Semiconductors,TXN,1
Republican,OK,Kevin Hern,Technology,Semiconductors,TXN,16
Democrat,OR,Kurt Schrader,Technology,Semiconductors,TXN,3
Democrat,FL,Lois Frankel,Technology,Semiconductors,TXN,2
Republican,TX,Michael C. Burgess,Technology,Semiconductors,TXN,1
Democrat,NJ,Mikie Sherrill,Technology,Semiconductors,TXN,1
Democrat,CA,Ro Khanna,Technology,Semiconductors,TXN,3
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,VIAV,4
Democrat,NJ,Josh Gottheimer,Technology,Semiconductors,VIAV,2
Democrat,MN,Dean Phillips,Technology,Semiconductors,XLNX,1
Democrat,CA,Gilbert Cisneros,Technology,Semiconductors,XLNX,2
Democrat,CA,Gilbert Cisneros,Consumer Discretionary,Services-Misc. Amusement & Recreation,CHDN,2
Democrat,NV,Susie Lee,Consumer Discretionary,Services-Misc. Amusement & Recreation,CHDN,8
Democrat,CA,Alan S. Lowenthal,Consumer Discretionary,Services-Misc. Amusement & Recreation,DKNG,14
Republican,TN,"Charles J. ""Chuck"" Fleischmann",Consumer Discretionary,Services-Misc. Amusement & Recreation,DKNG,5
Republican,GA,Marjorie Taylor Greene,Consumer Discretionary,Services-Misc. Amusement & Recreation,DKNG,1
Democrat,CA,Alan S. Lowenthal,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Republican,MO,Billy Long,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Republican,UT,Blake Moore,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,IL,Cheri Bustos,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Republican,NY,Chris Jacobs,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,MI,Debbie Dingell,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,NC,Deborah K. Ross,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,VA,"Donald S. Beyer, Jr.",Consumer Services,Services-Misc. Amusement & Recreation,DIS,9
Democrat,OR,Earl Blumenauer,Consumer Services,Services-Misc. Amusement & Recreation,DIS,3
Democrat,NJ,Frank Pallone,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,VA,Gerald E. Connolly,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,CA,Gilbert Cisneros,Consumer Services,Services-Misc. Amusement & Recreation,DIS,5
Democrat,CT,Joe Courtney,Consumer Services,Services-Misc. Amusement & Recreation,DIS,2
Republican,KY,John A. Yarmuth,Consumer Services,Services-Misc. Amusement & Recreation,DIS,2
Republican,UT,John Curtis,Consumer Services,Services-Misc. Amusement & Recreation,DIS,2
Libertarian,MI,Justin Amash,Consumer Services,Services-Misc. Amusement & Recreation,DIS,2
Democrat,NC,Kathy Manning,Consumer Services,Services-Misc. Amusement & Recreation,DIS,3
Republican,TX,K. Michael Conaway,Consumer Services,Services-Misc. Amusement & Recreation,DIS,1
Democrat,IL,Marie Newman,Consumer Services,Services-Misc. Amusement & Recreation,DIS,3
Republican,GA,Marjorie Taylor Greene,Consumer Services,Services-Misc. Amusement & Recreation,DIS,3
Republican,TX,Michael C. Burgess,Consumer Services,Services-Misc. Amusement & Recreation,DIS,5
Democrat,CA,Nancy Pelosi,Consumer Services,Services-Misc. Amusement & Recreation,DIS,5
Republican,TX,Patrick Fallon,Consumer Services,Services-Misc. Amusement & Recreation,DIS,2
